,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0031252,CC,GO:0031252,cell leading edge,51/929,414/17738,1.16589713118965e-08,3.03996881613893e-07,2.41361160491892e-07,Cacng8/Myh10/Clasp2/Wls/Atp2b1/Arpc5/Cntnap2/Tsc1/Sh3rf1/Tesc/Iqgap2/Cdkl5/Abi2/Syne2/Abca7/Aak1/Dagla/Ppp1r9a/Itga8/Psd3/Arhgap1/Dpysl3/Amph/Arhgap44/Snap25/Ptk2b/Palm/Oprm1/Myo9b/Mapt/Map2/Kitl/Lmo4/Kcna2/Insr/Hcn1/Grin1/Gria2/Gria1/Gabrg3/Gabra3/Gabra2/Gabra1/Dst/Dctn1/Cobl/Cacna1d/Apc/Gabra5/Slc39a6/Dgkz,51
GO:0044306,CC,GO:0044306,neuron projection terminus,34/929,222/17738,1.71356978132479e-08,4.30840402161662e-07,3.42069757099047e-07,Slc4a10/Grip1/Gria3/Prkn/Unc13a/Aak1/Pclo/Erc2/Septin7/Syt11/Kcnq5/Unc13b/Amph/Syt1/Snap91/Slc8a1/Prkcg/Prkcb/Prkca/Ntrk2/Kcnma1/Kcna2/Atcay/Hcn1/Grin2b/Grin1/Gria4/Gria2/Srsf10/Epha4/Chrm3/Bsn/Apc/Btbd8,34
GO:0097440,CC,GO:0097440,apical dendrite,12/929,31/17738,2.22209414321863e-08,5.39432509250315e-07,4.2828747370203e-07,Slc4a10/Osbp2/Cpeb3/Rasgrf1/Ptk2b/Ppargc1a/Map2/Map1b/Elavl4/Hcn1/Grin2b/Cask,12
GO:0060076,CC,GO:0060076,excitatory synapse,21/929,98/17738,2.74572020068807e-08,6.443290070948e-07,5.1157102686504e-07,Lrrtm1/Slc17a7/Cntnap2/Cntn6/Gria3/Unc13a/Pclo/Ntm/Gpm6a/Syt11/Syt1/Sort1/Snap91/Ntrk2/Nrxn1/Afdn/Elavl2/Grin2b/Grin1/Gria1/Bsn,21
GO:0030672,CC,GO:0030672,synaptic vesicle membrane,26/929,145/17738,3.22252141281132e-08,7.08954710818491e-07,5.62881207303557e-07,Dtnbp1/Slc17a7/Tmem163/Atp2b1/Rab3c/Sv2b/Prkn/Unc13a/Prrt1/Dlg2/Slc6a17/Syt11/Unc13b/Amph/Syt1/Syn2/Syn1/Sh3gl2/Ptprs/Ica1/Grin1/Gria2/Gria1/Gabra2/Atp8a1/Apc,26
GO:0099501,CC,GO:0099501,exocytic vesicle membrane,26/929,145/17738,3.22252141281132e-08,7.08954710818491e-07,5.62881207303557e-07,Dtnbp1/Slc17a7/Tmem163/Atp2b1/Rab3c/Sv2b/Prkn/Unc13a/Prrt1/Dlg2/Slc6a17/Syt11/Unc13b/Amph/Syt1/Syn2/Syn1/Sh3gl2/Ptprs/Ica1/Grin1/Gria2/Gria1/Gabra2/Atp8a1/Apc,26
GO:0005938,CC,GO:0005938,cell cortex,38/929,301/17738,4.62737466607707e-07,8.64983581629233e-06,6.86761785055507e-06,Sptbn4/Myh10/Clasp2/Akap13/Grip1/Fryl/Gpsm1/Tsc1/Iqgap2/Fmn2/Unc13a/Epb41/Pclo/Myrip/Ppp1r9a/Rims4/Erc2/Osbpl8/Arhgef9/Septin7/Unc13b/Trpc4/Sptan1/Snap25/Ptk2b/Prkcb/Myo9b/Gnai1/Dctn1/Cobl/Cap1/Bsn/Apc/Rims2/Rims1/Actn2/Exoc5/Pls1,38
GO:0048788,CC,GO:0048788,cytoskeleton of presynaptic active zone,6/929,8/17738,5.19445026962633e-07,9.3766486918383e-06,7.44467771436325e-06,Pclo/Rims4/Erc2/Bsn/Rims2/Rims1,6
GO:0043679,CC,GO:0043679,axon terminus,29/929,200/17738,6.21149713151426e-07,1.09322349514651e-05,8.67974993903703e-06,Slc4a10/Grip1/Gria3/Prkn/Unc13a/Aak1/Pclo/Erc2/Septin7/Syt11/Kcnq5/Unc13b/Amph/Snap91/Slc8a1/Prkcg/Prkcb/Prkca/Ntrk2/Kcnma1/Kcna2/Hcn1/Grin2b/Grin1/Gria4/Gria2/Srsf10/Epha4/Chrm3,29
GO:0120111,CC,GO:0120111,neuron projection cytoplasm,13/929,49/17738,9.27383584285442e-07,1.59238547155354e-05,1.26428930232495e-05,Sfpq/Wls/Dynll1/Hnrnpa2b1/Cdkl5/Mapk8/Map2k4/Oprm1/Map2/Gria2/Dync1i1/Camk2a/Bsn,13
GO:0008328,CC,GO:0008328,ionotropic glutamate receptor complex,12/929,44/17738,1.76575449301663e-06,2.89090968159001e-05,2.29526471430068e-05,Sacm1l/Cacng8/Cacng7/Gria3/Lrrtm4/Ptk2b/Grin2b/Grin1/Gria4/Gria2/Gria1/Cacng2,12
GO:0098878,CC,GO:0098878,neurotransmitter receptor complex,12/929,46/17738,2.95666519619398e-06,4.73066431391037e-05,3.75595506980623e-05,Sacm1l/Cacng8/Cacng7/Gria3/Lrrtm4/Ptk2b/Grin2b/Grin1/Gria4/Gria2/Gria1/Cacng2,12
GO:0005912,CC,GO:0005912,adherens junction,23/929,151/17738,3.80118062964693e-06,5.81745905059008e-05,4.61882589094398e-05,Sptbn4/Pkp2/Ahi1/Abi2/Cdh10/Lrrc7/Cdh7/Cdh20/Plekha7/Igsf21/Frmd5/Lin7b/Frmd4a/Ndrg1/Afdn/Smad7/Lyn/Efna5/Mpp3/Cxadr/Cdh6/Cdh13/Apc,23
GO:0030315,CC,GO:0030315,T-tubule,15/929,73/17738,4.57545658994605e-06,6.85344987089792e-05,5.44136046867045e-05,Cacng8/Cacng7/Nos1ap/Atp2b4/Slc8a1/Scn1a/Oprm1/Kcnd2/Igf1r/Casq1/Cacnb2/Cacna2d1/Cacna1d/Atp1a1/Ank3,15
GO:0019898,CC,GO:0019898,extrinsic component of membrane,26/929,188/17738,5.6876327566536e-06,8.34186137642528e-05,6.62309867057689e-05,Uvrag/Ap2b1/Snx1/Magi2/Cdh10/Cadps/Gphn/Cnksr2/Cdh7/Pik3c2b/Tenm2/Cdh20/Amph/Dgkb/Syn2/Syn1/Snap91/Snap25/Gnb5/Gnai1/Cdh6/Cdh13/Bsn/Atp2a2/Apc/Rims1,26
GO:0030175,CC,GO:0030175,filopodium,17/929,96/17738,9.06143679094515e-06,0.00012559,9.97134670540437e-05,Iqgap2/Myo3b/Abi2/Syne2/Ephb1/Ppp1r9a/Lrrc7/Gpm6a/Snap25/Palm/Myo9b/Map2/Kitl/Fgf13/Epha4/Cxadr/Actn2,17
GO:0060077,CC,GO:0060077,inhibitory synapse,9/929,29/17738,1.10433734308776e-05,0.000143997,0.000114328,Pclo/Gphn/Igsf21/Syt11/Nrxn1/Gabra2/Bsn/Rims2/Rims1,9
GO:0043204,CC,GO:0043204,perikaryon,22/929,151/17738,1.27214610583713e-05,0.000159927,0.000126975,Nell2/Gria3/Hnrnpa2b1/Rgs7bp/Mapk9/Mapk8/Mapk10/Map2k4/Azin2/Itga8/Pde10a/Pcsk2/Oprm1/Ntrk2/Map1b/Kcna2/Gria2/Epha4/Ckmt1/Cacna1e/Cacna1d/Cacna1a,22
GO:0030863,CC,GO:0030863,cortical cytoskeleton,19/929,119/17738,1.30738733858098e-05,0.000161474,0.000128204,Sptbn4/Clasp2/Akap13/Epb41/Pclo/Myrip/Ppp1r9a/Rims4/Erc2/Trpc4/Sptan1/Prkcb/Cobl/Cap1/Bsn/Rims2/Rims1/Actn2/Pls1,19
GO:0099569,CC,GO:0099569,presynaptic cytoskeleton,6/929,13/17738,2.53610965740952e-05,0.000302614,0.000240263,Pclo/Rims4/Erc2/Bsn/Rims2/Rims1,6
GO:0019897,CC,GO:0019897,extrinsic component of plasma membrane,18/929,118/17738,4.11442763690381e-05,0.000474845,0.000377008,Ap2b1/Magi2/Cdh10/Gphn/Cnksr2/Cdh7/Tenm2/Cdh20/Dgkb/Snap91/Snap25/Gnb5/Gnai1/Cdh6/Cdh13/Atp2a2/Apc/Rims1,18
GO:0016528,CC,GO:0016528,sarcoplasm,16/929,103/17738,8.67943397178335e-05,0.000925806,0.000735053,Dtnbp1/Myh10/Cmya5/Nos1ap/Syne2/Spock1/Scn3a/Ryr3/Oprm1/Kcnma1/Ifrd1/Casq1/Camk2g/Cacna2d1/Atp2a2/Ank3,16
GO:0014704,CC,GO:0014704,intercalated disc,12/929,66/17738,0.000142394,0.001401918,0.001113066,Sptbn4/Pkp2/Sptan1/Slc8a1/Scn1a/Prkca/Fgf13/Dst/Cxadr/Atp2a2/Atp1a1/Ank3,12
GO:0016607,CC,GO:0016607,nuclear speck,35/929,345/17738,0.000144534,0.001401918,0.001113066,Sf3b1/Cmya5/Nme8/Malat1/Bcas2/Luc7l3/Zc3h13/Ddx17/Pnisr/Ccnl1/Stk19/Prkn/Cpsf6/Mapk9/Mapk14/Atxn2l/Ppp1r16b/Srsf7/Abhd17a/Hdac4/Srpk2/Eftud2/Sgk1/Luc7l2/Pnn/Plcb1/Mapt/Afdn/Mef2c/Nr3c1/Grk5/Srsf10/Cacnb4/Prkaa2/Dgkz,35
GO:0044298,CC,GO:0044298,cell body membrane,9/929,39/17738,0.000145698,0.001401918,0.001113066,Kcnb2/P2ry12/Atp2b1/Cadm2/Kcnd2/Kcna2/Insr/Gria1/Gabra5,9
GO:1902711,CC,GO:1902711,GABA-A receptor complex,6/929,19/17738,0.000305711,0.002657044,0.002109585,Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Gabra5,6
GO:0045121,CC,GO:0045121,membrane raft,30/929,298/17738,0.000477234,0.003906661,0.00310173,Grip1/P2ry12/Nos1ap/Cntnap2/Rtn4r/Kcnd3/Sdcbp/Atp2b4/Ephb1/Trpc4/Tnr/Rit2/Ptch1/Mapt/Lyn/Kcnma1/Kcnd2/Insr/Igf1r/Gpm6b/Emp2/Cxadr/Cdh13/Entpd1/Atp1b3/Atp1a1/Add2/Abca1/Slc39a6/Rhoq,30
GO:0099544,CC,GO:0099544,perisynaptic space,3/929,4/17738,0.000550445,0.004403561,0.003496249,Plat/Gria2/Gria1,3
GO:0045178,CC,GO:0045178,basal part of cell,31/929,320/17738,0.000741907,0.005803361,0.004607633,Slc4a10/Clasp2/P2ry12/Atp2b1/Atp2b4/Abca8b/Adcy10/Epb41/Lrrc7/Slc4a9/Dlg2/Ndrg4/Lin7b/Trpc4/Slc8a1/Slc7a5/Rasgrf1/Palm/Numb/Mttp/Kcnj4/Hcn1/Cxadr/Chrm3/Entpd1/Cask/Atp1b3/Atp1a1/Ank3/Abca1/Itga9,31
GO:0009925,CC,GO:0009925,basal plasma membrane,29/929,299/17738,0.001062682,0.008131828,0.006456341,Slc4a10/P2ry12/Atp2b1/Atp2b4/Abca8b/Epb41/Lrrc7/Slc4a9/Dlg2/Ndrg4/Lin7b/Trpc4/Slc8a1/Slc7a5/Rasgrf1/Palm/Numb/Mttp/Kcnj4/Hcn1/Cxadr/Chrm3/Entpd1/Cask/Atp1b3/Atp1a1/Ank3/Abca1/Itga9,29
GO:0030018,CC,GO:0030018,Z disc,16/929,132/17738,0.001480598,0.011088735,0.008804004,Sphkap/Nos1ap/Atp2b4/Syne2/Ppp2r5a/Hdac4/Sptan1/Slc8a1/Scn1a/Ryr3/Grin2b/Dst/Casq1/Cacna1d/Ank3/Actn2,16
GO:0031594,CC,GO:0031594,neuromuscular junction,14/929,108/17738,0.001505239,0.01115461,0.008856306,Myh10/Unc13a/Pclo/Ppp1r9a/Dlg2/Unc13b/Hdac4/Spock1/Stxbp5l/Nrxn1/Gria1/Epha4/Cxadr/Ank3,14
GO:0015629,CC,GO:0015629,actin cytoskeleton,42/929,500/17738,0.00175877,0.012737589,0.010113128,Sptbn4/Myh10/Akap13/Sipa1l3/Arpc5/Tsc1/Ptges3/Fmn2/Diaph2/Dgkh/Myo3b/Abi2/Auts2/Epb41/Mapk8/Cdc42ep3/Myrip/Ppp1r9a/Lrrc7/Spry2/Septin7/Dpysl3/Hdac4/Sptan1/Snap25/Ptpn12/Prkcb/Myo9b/Map2/Kif9/Fmn1/Dst/Asap1/Crmp1/Cobl/Cap1/Arpc1b/Add2/Actn2/Msra/Rhoq/Pls1,42
GO:0005901,CC,GO:0005901,caveola,13/929,98/17738,0.00177313,0.012737589,0.010113128,P2ry12/Nos1ap/Kcnd3/Trpc4/Ptch1/Kcnma1/Kcnd2/Insr/Igf1r/Cdh13/Entpd1/Atp1b3/Atp1a1,13
GO:0099522,CC,GO:0099522,cytosolic region,8/929,49/17738,0.003660688,0.02478004,0.019674344,Anks1b/Hnrnpa2b1/Sh3gl2/Plcb1/Prkcg/Prkcb/Prkca/Camk2a,8
GO:0005875,CC,GO:0005875,microtubule associated complex,15/929,134/17738,0.00443114,0.029154415,0.02314742,Nme8/Dynll1/Dync1li2/Pea15a/Map2/Map1b/Kifc2/Kif9/Kif3b/Kif21b/Kif1b/Kif16b/Dync1i1/Dctn1/Fbxw11,15
GO:0005905,CC,GO:0005905,clathrin-coated pit,10/929,73/17738,0.004587802,0.029905672,0.023743887,Ap2b1/Aak1/Dgkd/Sort1/Snap91/Numb/Hspd1/Dnm1/Inpp5f/Btbd8,10
GO:0031312,CC,GO:0031312,extrinsic component of organelle membrane,6/929,33/17738,0.006672433,0.040148657,0.031876401,Snx1/Cadps/Amph/Syn2/Syn1/Snap91,6
GO:0043083,CC,GO:0043083,synaptic cleft,5/929,24/17738,0.007205766,0.042500996,0.033744063,Grip1/Lgi1/Gria3/Grin2b/Grin1,5
GO:0030027,CC,GO:0030027,lamellipodium,18/929,182/17738,0.007213423,0.042500996,0.033744063,Myh10/Arpc5/Tsc1/Sh3rf1/Tesc/Iqgap2/Abi2/Syne2/Ppp1r9a/Dpysl3/Snap25/Ptk2b/Myo9b/Kitl/Kcna2/Apc/Slc39a6/Dgkz,18
GO:0005874,CC,GO:0005874,microtubule,36/929,448/17738,0.007244488,0.042500996,0.033744063,Mtus2/Clasp2/Cyld/Grip1/Rusc1/Ttll7/Camsap2/Dynll1/Iqgap2/Eml5/Kif26b/Spry2/Fez1/Dync1li2/Nckap5/Sntb2/Slc8a1/Polb/Ndrg1/Mapt/Map2/Map1b/Kifc2/Kif9/Kif3b/Kif21b/Kif1b/Kif16b/Hsph1/Fgf13/Dst/Dnm1/Dync1i1/Dctn1/Apc/Fbxw11,36
GO:0016529,CC,GO:0016529,sarcoplasmic reticulum,10/929,78/17738,0.007354433,0.042789427,0.033973065,Cmya5/Nos1ap/Syne2/Ryr3/Oprm1/Casq1/Camk2g/Cacna2d1/Atp2a2/Ank3,10
GO:0098846,CC,GO:0098846,podocyte foot,2/929,3/17738,0.007934096,0.045045192,0.035764051,Thsd7a/Cask,2
GO:1990452,CC,GO:1990452,Parkin-FBXW7-Cul1 ubiquitin ligase complex,2/929,3/17738,0.007934096,0.045045192,0.035764051,Prkn/Fbxw7,2
GO:0099507,MF,GO:0099507,ligand-gated monoatomic ion channel activity involved in reg. of presynaptic membrane potential,12/901,24/17588,4.64482130819469e-10,4.23515336237924e-07,3.65365143182091e-07,Gria3/Kcnma1/Grin2b/Grin1/Gria4/Gria2/Gria1/Gabrb1/Gabra3/Gabra2/Gabra1/Gabra5,12
GO:0005516,MF,GO:0005516,calmodulin binding,33/901,191/17588,7.14191123504087e-10,4.23515336237924e-07,3.65365143182091e-07,Strn4/Myh10/Arpp21/Atp2b1/Camsap2/Nrgn/Iqgap2/Unc13a/Atp2b4/Epb41/Esrrg/Camkv/Camk1d/Unc13b/Syt1/Sptan1/Sntb2/Slc8a1/Scn3a/Ryr3/Rit2/Plcb1/Pde1a/Myo9b/Map2/Mknk1/Grin1/Cask/Camk2g/Camk2a/Cacna1a/Add2/Kcnq3,33
GO:0022836,MF,GO:0022836,gated channel activity,42/901,292/17588,1.30802854665898e-09,5.17107285445848e-07,4.46106578018429e-07,Kcnb2/Cacng8/Cacng7/Slc17a7/Kcnd3/Gria3/Glra2/Kcnt1/Kcnq5/Snap25/Scn1a/Ryr3/Ptk2b/Oprm1/Kcnh7/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Cacng2/Cacnb4/Cacnb2/Cacna2d3/Cacna2d1/Cacna1e/Cacna1d/Cacna1a/Asic2/Gabra5/Kcnq3,42
GO:0030695,MF,GO:0030695,GTPase regulator activity,52/901,422/17588,3.91498399589384e-09,9.28634203826019e-07,8.01129356633435e-07,Smap1/Arhgap15/Rapgef2/Akap13/Sipa1l3/Arhgef10l/Arhgef3/Tbc1d9/Arhgef12/Ccdc88c/Gpsm1/Tbc1d2b/Tbc1d1/Ralgapa1/Iqgap2/Rgs11/Rgs6/Tbc1d2/Agap1/Sbf2/Sh2d3c/Srgap3/Arhgap20/Sh3bp5/Arhgap22/Arhgef9/Psd3/Cpeb2/Arhgap1/Dennd1a/Ric1/Arhgap44/Arap2/Asap2/Dock3/Stxbp5l/Rasgrf1/Ranbp2/Dennd5a/Rapgef6/Plcb1/Nrp1/Nf1/Myo9b/Jun/Gnb5/Asap1/Arhgap5/Abr/Chn1/Mycbp2/Dock9,52
GO:0060589,MF,GO:0060589,nucleoside-triphosphatase regulator activity,52/901,422/17588,3.91498399589384e-09,9.28634203826019e-07,8.01129356633435e-07,Smap1/Arhgap15/Rapgef2/Akap13/Sipa1l3/Arhgef10l/Arhgef3/Tbc1d9/Arhgef12/Ccdc88c/Gpsm1/Tbc1d2b/Tbc1d1/Ralgapa1/Iqgap2/Rgs11/Rgs6/Tbc1d2/Agap1/Sbf2/Sh2d3c/Srgap3/Arhgap20/Sh3bp5/Arhgap22/Arhgef9/Psd3/Cpeb2/Arhgap1/Dennd1a/Ric1/Arhgap44/Arap2/Asap2/Dock3/Stxbp5l/Rasgrf1/Ranbp2/Dennd5a/Rapgef6/Plcb1/Nrp1/Nf1/Myo9b/Jun/Gnb5/Asap1/Arhgap5/Abr/Chn1/Mycbp2/Dock9,52
GO:0030165,MF,GO:0030165,PDZ domain binding,24/901,118/17588,5.50291565855443e-09,1.08774299517426e-06,9.38391933353492e-07,Adgrl2/Rapgef2/Grip1/Nos1ap/Ccdc88c/Atp2b1/Kirrel3/Cntnap2/Prkn/Crim1/Atp2b4/Lzts3/Erc2/Dlg2/Lin7b/Nsf/Kcnj4/Gria2/Gria1/Lnx2/Mpp3/Cxadr/Cask/Cacna1d,24
GO:0050839,MF,GO:0050839,cell adhesion molecule binding,41/901,300/17588,9.39628997383759e-09,1.48882142455757e-06,1.28440083843965e-06,Ntng1/Kirrel3/Pkp2/Ctnnal1/Cntn6/Sdcbp/Tbc1d2/Cdh10/Nrcam/Itga8/Cdh7/Tenm4/Tenm2/Tenm1/Cdh20/Clstn3/Frmd5/Trpc4/Tnr/Ptprd/Prkca/Fxyd5/Numb/Nrxn1/Ndrg1/Afdn/Lyn/Cd47/Grin2b/Emp2/Adam18/Dst/Dscam/Cxadr/Cntn1/Cdh6/Cdh13/Ank3/Dscaml1/Acvr1/Itga9,41
GO:0030594,MF,GO:0030594,neurotransmitter receptor activity,20/901,94/17588,4.62223641711353e-08,6.09108043410738e-06,5.25475297945538e-06,Hrh3/Gria3/Gpr158/Glra2/Ptk2b/Htr2c/Htr1f/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Chrm3/Gabra5,20
GO:0004674,MF,GO:0004674,protein serine/threonine kinase activity,49/901,422/17588,7.39908276463214e-08,8.77531215885372e-06,7.57042994444467e-06,Nuak1/Csnk1g3/Mast3/Stk19/Cdkl5/Cdkl4/Taok3/Myo3b/Ulk2/Aak1/Mapk9/Mapk8/Mapk14/Mapk10/Map4k2/Map2k4/Rps6kl1/Akt3/Camkv/Tlk1/Camk1d/Mark1/Mapk4/Ulk4/Srpk2/Sgk1/Rock2/Ripk2/Ptk2b/Prkcg/Prkcb/Prkca/Cdk14/Nlk/Mast2/Mknk1/Sgk3/Hipk3/Grk5/Eif2ak3/Dclk1/Clk4/Cask/Camk2g/Camk2a/Acvr1/Rps6ka3/Prkag2/Prkaa2,49
GO:0022835,MF,GO:0022835,transmitter-gated channel activity,15/901,57/17588,1.14178706324485e-07,1.04166112077568e-05,8.98637267590278e-06,Gria3/Glra2/Ptk2b/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Gabra5,15
GO:0008066,MF,GO:0008066,glutamate receptor activity,10/901,27/17588,4.50112139314029e-07,2.54206189155447e-05,2.19302756598113e-05,Gria3/Ptk2b/Grm8/Grin2b/Grin1/Grid1/Gria4/Gria2/Gria1/Grm3,10
GO:0015631,MF,GO:0015631,tubulin binding,43/901,377/17588,7.58793096587153e-07,3.74970255230151e-05,3.23485478018734e-05,Agbl4/Mtus2/Clasp2/Nme8/Ccser2/Phf6/Ttll7/Ccdc88c/Camsap2/Stmn4/Fmn2/Prkn/Eml5/Kif26b/Fez1/Syt11/Strbp/Ppargc1a/Polb/Nf1/Ndrg1/Mast2/Mapt/Map2/Map1b/Lyn/Kifc2/Kif9/Kif3b/Kif21b/Kif1b/Kif16b/Hsph1/Gapdh/Fmn1/Fgf13/Dst/Drg1/Dnm1/Dync1i1/Dctn1/Apc/Fbxw11,43
GO:0051020,MF,GO:0051020,GTPase binding,37/901,326/17588,4.98842641851855e-06,0.000197209,0.000170132,Akap13/Rptor/Grip1/Cdc42se2/Iqgap2/Diaph2/Cdkl5/Abi2/Cdc42ep3/Myrip/Ppp1r9a/Rims4/Ambra1/Arhgap1/Dennd1a/Ric1/Arhgap44/Fnbp1l/Dock3/Rock2/Rasgrf1/Ranbp2/Dennd5a/Rapgef6/Nsf/Ndrg1/Myo9b/Afdn/Kif3b/Kif16b/Gria1/Rims2/Rims1/Abca1/Mycbp2/Exoc5/Dock9,37
GO:0048495,MF,GO:0048495,Roundabout binding,6/901,11/17588,6.57842813696245e-06,0.000243813,0.000210337,Rtn4r/Lrtm1/Rtn4rl1/Slit3/Myo9b/Lgr4,6
GO:0098882,MF,GO:0098882,structural constituent of presynaptic active zone,5/901,8/17588,1.71665380024123e-05,0.000496574,0.000428392,Pclo/Erc2/Bsn/Rims2/Rims1,5
GO:0022851,MF,GO:0022851,GABA-gated chloride ion channel activity,6/901,13/17588,2.23587607024645e-05,0.000620984,0.000535721,Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Gabra5,6
GO:0016247,MF,GO:0016247,channel regulator activity,20/901,148/17588,6.80159517623223e-05,0.001753629,0.001512849,Nedd4l/Cacng8/Cacng7/Kcnip4/Fxyd7/Atp2b4/Dpp10/Pde4d/Sgk1/Prkcb/Fxyd5/Nrxn3/Nrxn1/Sgk3/Fgf14/Fgf13/Fgf12/Cacng2/Cacnb2/Grm3,20
GO:0141108,MF,GO:0141108,transporter regulator activity,20/901,152/17588,9.91900242977605e-05,0.002320719,0.002002076,Nedd4l/Cacng8/Cacng7/Kcnip4/Fxyd7/Atp2b4/Dpp10/Pde4d/Sgk1/Prkcb/Fxyd5/Nrxn3/Nrxn1/Sgk3/Fgf14/Fgf13/Fgf12/Cacng2/Cacnb2/Grm3,20
GO:0044325,MF,GO:0044325,transmembrane transporter binding,21/901,164/17588,9.97948248164072e-05,0.002320719,0.002002076,Kcnb2/Nedd4l/Tcaf1/Kcnd3/Panx1/Dpp10/Ppp1r9a/Rims4/Pde4d/Snap25/Slc8a1/Sh3gl2/Lyn/Fgf13/Fgf12/Atp2a2/Ank3/Rims2/Rims1/Actn2/Kcnq3,21
GO:0004143,MF,GO:0004143,ATP-dependent diacylglycerol kinase activity,5/901,11/17588,0.000124419,0.002732606,0.00235741,Dgkh/Dgkd/Dgkb/Dgkg/Dgkz,5
GO:0043423,MF,GO:0043423,3-phosphoinositide-dependent protein kinase binding,3/901,3/17588,0.000134014,0.002838235,0.002448535,Sgk1/Ptk2b/Insr,3
GO:0046875,MF,GO:0046875,ephrin receptor binding,8/901,32/17588,0.000161008,0.003350103,0.002890121,Anks1b/Sdcbp/Ptpn1/Lyn/Epha4/Efnb2/Efna5/Chn1,8
GO:0005543,MF,GO:0005543,phospholipid binding,44/901,484/17588,0.000166118,0.003396829,0.002930432,Gabarapl2/Rapgef2/Bdh1/Nrgn/Snx1/Stam2/Gsdme/Iqgap2/Sdcbp/Unc13a/Agap1/Sbf2/Cadps/Epb41/Pclo/Syt16/Osbpl8/Syt11/Sestd1/Dennd1a/Mark1/Unc13b/Amph/Arhgap44/Tom1l2/Arap2/Syt1/Snap91/Rapgef6/Plcb1/Pfn2/Nf1/Map1b/Sgk3/Kif16b/Hcn1/Bscl2/Dnm1/Asap1/Dab1/Actn2/Abca1/Syt17/Snx25,44
GO:0030507,MF,GO:0030507,spectrin binding,8/901,33/17588,0.000203072,0.004082092,0.003521606,Sptbn4/Camsap2/Unc13a/Epb41/Sptan1/Dync1i1/Ank3/Add2,8
GO:0004890,MF,GO:0004890,GABA-A receptor activity,6/901,19/17588,0.000271157,0.00535987,0.004623941,Gabrg3/Gabrb1/Gabra3/Gabra2/Gabra1/Gabra5,6
GO:0035254,MF,GO:0035254,glutamate receptor binding,12/901,74/17588,0.000353899,0.006880726,0.005935977,Cacng8/Grip1/Sdcbp/Homer2/Rasgrf1/Nsf/Grin2b/Grin1/Gria2/Gria1/Camk2a/Cacng2,12
GO:0003779,MF,GO:0003779,actin binding,39/901,442/17588,0.000684735,0.012502619,0.010785964,Klhl1/Sptbn4/Myh10/Clasp2/Rusc1/Arpc5/Panx1/Iqgap2/Fmn2/Ctnnal1/Diaph2/Prkn/Myo3b/Syne2/Epb41/Homer2/Myrip/Ppp1r9a/Ssh2/Mrtfa/Phactr1/Sptan1/Sntb2/Pfn2/Fxyd5/Myo9b/Map2/Map1b/Afdn/Kcnma1/Fmn1/Dst/Cobl/Cap1/Cacnb2/Arpc1b/Add2/Actn2/Pls1,39
GO:0001727,MF,GO:0001727,lipid kinase activity,8/901,39/17588,0.000685219,0.012502619,0.010785964,Ipmk/Dgkh/Pik3c2b/Pip5kl1/Dgkd/Dgkb/Dgkg/Dgkz,8
GO:0035374,MF,GO:0035374,chondroitin sulfate binding,4/901,9/17588,0.000700651,0.012590485,0.010861766,Rtn4r/Rtn4rl1/Dpysl3/Ptprs,4
GO:0017124,MF,GO:0017124,SH3 domain binding,16/901,127/17588,0.000774318,0.013505014,0.011650726,Uvrag/Fut8/Abi2/Sh3bp5/Arhgap1/Dennd1a/Dpysl3/Dock3/Ptpn12/Mapt/Lyn/Lancl1/Fmn1/Dnm1/Rims1/Acp1,16
GO:0005546,MF,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",13/901,94/17588,0.00098451,0.016680417,0.014390135,Gsdme/Sdcbp/Cadps/Sestd1/Mark1/Syt1/Snap91/Plcb1/Pfn2/Hcn1/Dnm1/Asap1/Actn2,13
GO:0097110,MF,GO:0097110,scaffold protein binding,12/901,84/17588,0.001141135,0.018539534,0.015993988,Phf6/Dynll1/Panx1/Atp2b4/Pde4d/Nck2/Lyn/Kif1b/Grin2b/Gria2/Gria1/Grm3,12
GO:0003730,MF,GO:0003730,mRNA 3'-UTR binding,14/901,108/17588,0.001220984,0.018848051,0.016260145,Mir124-2hg/Taf15/Cpeb4/Ddx17/Rbm24/Nova1/Rbms2/Hnrnpa2b1/Rbfox1/Cpeb2/Pabpc4/Cpeb3/Elavl4/Elavl3,14
GO:0005030,MF,GO:0005030,neurotrophin receptor activity,3/901,5/17588,0.001239585,0.018848051,0.016260145,Sort1/Ntrk3/Ntrk2,3
GO:0140999,MF,GO:0140999,histone H3K4 trimethyltransferase activity,3/901,5/17588,0.001239585,0.018848051,0.016260145,Smyd3/Smyd2/Kmt2a,3
